reference_response_question_end,avg_bleu,avg_meteor,avg_rouge1,avg_rouge2,avg_rougeL,num_samples
that sound good for you?,0.0,0.0,0.0,0.0,0.0,1
that sound good to you?,0.0,0.0,0.0,0.0,0.0,20
that sound okay for you?,0.0,0.0,0.0,0.0,0.0,2
that sound okay to you?,0.0,0.0,0.0,0.0,0.0,2
that sounds alright to you?,0.0,0.0,0.0,0.0,0.0,1
that sounds good to you?,0.0,0.0,0.0,0.0,0.0,1
that still work for you?,0.0,0.0,0.0,0.0,0.0,3
that will be a problem?,0.0,0.0,0.0,0.0,0.0,1
that you need to know?,0.0,0.0,0.0,0.0,0.0,2
that's a little more affordable?,0.0,0.0,0.0,0.0,0.0,1
that's got a better view?,0.0,0.0,0.0,0.0,0.0,1
that's got a great view?,0.0,0.0,0.0,0.0,0.0,1
the address and phone number?,0.0,0.0,0.0,0.0,0.0,1
the booking and look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
the carolina bed and breakfast?,0.0,0.015153906866614051,0.0,0.0,0.0,1
the drink options offered there?,0.0,0.0,0.0,0.0,0.0,1
the express by holiday inn?,0.0,0.0,0.0,0.0,0.0,1
the gonville hotel for you?,0.0,0.01777777777777778,0.0,0.0,0.0,1
the guest house for you?,0.0,0.0,0.0,0.0,0.0,2
the guesthouse for you today?,0.0,0.0,0.0,0.0,0.0,1
"the highway, will that work?",0.0,0.0,0.0,0.0,0.0,1
the hotel for you today?,0.0,0.0,0.0,0.0,0.0,1
the leverton for your trip?,0.0,0.0,0.0,0.0,0.0,1
the menu at la tasca?,0.0,0.0,0.0,0.0,0.0,1
the other guest house option?,0.0,0.0,0.0,0.0,0.0,1
the other options for you?,0.0,0.0,0.0,0.0,0.0,1
the portions a little further?,0.0,0.0,0.0,0.0,0.0,1
the river bar and steakhouse?,0.0,0.0,0.0,0.0,0.0,1
the room at gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
the size of your party?,0.0,0.0,0.0,0.0,0.0,1
their address or phone number?,0.0,0.0,0.0,0.0,0.0,1
their larger rooms is available?,0.0,0.0,0.0,0.0,0.0,1
their menu or anything else?,0.0,0.0,0.0,0.0,0.0,1
them or book a table?,0.0,0.0,0.0,0.0,0.0,2
them or check another place?,0.0,0.0,0.0,0.0,0.0,1
them or make a reservation?,0.0,0.0,0.0,0.0,0.0,1
there anything else you need?,0.0,0.0,0.0,0.0,0.0,3
there or get more information?,0.0,0.0,0.0,0.0,0.0,1
there or know anything else?,0.0,0.02191780821917809,0.0,0.0,0.0,1
there something else you need?,0.0,0.0,0.0,0.0,0.0,1
there's a large room available?,0.0,0.0,0.0,0.0,0.0,1
there's a larger room available?,0.0,0.0,0.0,0.0,0.0,1
"there, or any other information?",0.0,0.027866473149492022,0.0,0.0,0.0,1
they have a table available?,0.0,0.0,0.0,0.0,0.0,1
they have larger rooms available?,0.0,0.0,0.0,0.0,0.0,1
things about the restaurant today?,0.0,0.0,0.0,0.0,0.0,1
this help you at all?,0.0,0.0,0.0,0.0,0.0,1
those sound good to you?,0.0,0.0,0.0,0.0,0.0,1
time you wish to reserve?,0.0,0.0,0.0,0.0,0.0,1
to answer for you today?,0.0,0.0,0.0,0.0,0.0,1
to book a hotel elsewhere?,0.0,0.0,0.0,0.0,0.0,1
to book a reservation now?,0.0,0.0,0.0,0.0,0.0,1
to book a reservation there?,0.0,0.006412145563380193,0.0,0.0,0.0,12
to book a room there?,0.0,0.003707660045583796,0.0,0.0,0.0,50
to book a stay there?,0.0,0.009329446064139943,0.0,0.0,0.0,2
to book a table for?,0.0,0.0,0.0,0.0,0.0,1
to book a table here?,0.0,0.0,0.0,0.0,0.0,1
to book a table now?,0.0,0.0,0.0,0.0,0.0,2
to book a table outdoors?,0.0,0.0,0.0,0.0,0.0,3
to book a table there?,0.0,0.0,0.0,0.0,0.0,13
to book a table tonight?,0.0,0.0,0.0,0.0,0.0,1
to book an outdoor table?,0.0,0.0,0.0,0.0,0.0,1
to book arbury lodge guesthouse?,0.0,0.019296482412060306,0.0,0.0,0.0,1
to book at table there?,0.0,0.0,0.0,0.0,0.0,1
to book it for you?,0.0,0.003131796127321562,0.0,0.0,0.0,48
to book one of them?,0.0,0.0,0.0,0.0,0.0,1
to book that for you?,0.0,0.0,0.0,0.0,0.0,5
to book the gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
to book the hotel now?,0.0,0.0,0.0,0.0,0.0,1
to book this for you?,0.0,0.0,0.0,0.0,0.0,2
to book you a reservation?,0.0,0.0,0.0,0.0,0.0,6
to book you a room?,0.0,0.002488478121526651,0.0,0.0,0.0,19
to book you a table?,0.0,0.0,0.0,0.0,0.0,16
to check another japanese restaurant?,0.0,0.0,0.0,0.0,0.0,1
to check availability for you?,0.0,0.0,0.0,0.0,0.0,2
to check into other places?,0.0,0.0,0.0,0.0,0.0,1
to check on room availablilty?,0.0,0.0,0.0,0.0,0.0,1
to check out another place?,0.0,0.005402363534046148,0.0,0.0,0.0,2
to check out other places?,0.0,0.0,0.0,0.0,0.0,2
to check out other restaurants?,0.0,0.0,0.0,0.0,0.0,1
to contact the hotel directly?,0.0,0.0,0.0,0.0,0.0,1
to continue with a booking?,0.0,0.0,0.0,0.0,0.0,2
to continue with a reservation?,0.0,0.0,0.0,0.0,0.0,2
to continue with your booking?,0.0,0.0,0.0,0.0,0.0,1
to convince you to book?,0.0,0.0,0.0,0.0,0.0,2
to double check for you?,0.0,0.0,0.0,0.0,0.0,1
to explore some other locations?,0.0,0.0,0.0,0.0,0.0,1
to explore some other options?,0.0,0.0018106374952847981,0.0,0.0,0.0,11
to explore some other places?,0.0,0.0,0.0,0.0,0.0,1
to find a different one?,0.0,0.0,0.0,0.0,0.0,1
to find a different option?,0.0,0.0,0.0,0.0,0.0,1
to find a different place?,0.0,0.0,0.0,0.0,0.0,1
to find another place entirely?,0.0,0.01777777777777778,0.0,0.0,0.0,1
to find any additional information?,0.0,0.0,0.0,0.0,0.0,1
to find out more information?,0.0,0.0,0.0,0.0,0.0,1
to find some place else?,0.0,0.0,0.0,0.0,0.0,1
to find you another option?,0.0,0.022351571594877773,0.0,0.0,0.0,1
to get a room there?,0.0,0.0,0.0,0.0,0.0,2
to give it a shot?,0.0,0.009648241206030153,0.0,0.0,0.0,2
to give it a try?,0.0,0.011881188118811883,0.0,0.0,0.0,2
to give them a shot?,0.0,0.0,0.0,0.0,0.0,3
to give them a try?,0.0,0.0,0.0,0.0,0.0,8
to go some place else?,0.0,0.0,0.0,0.0,0.0,1
to have for your stay?,0.0,0.022351571594877773,0.0,0.0,0.0,1
to help you book it?,0.0,0.020711974110032366,0.0,0.0,0.0,1
to know about either place?,0.0,0.0,0.0,0.0,0.0,1
to know about gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
to know about meze bar?,0.0,0.0,0.0,0.0,0.0,1
to know about royal spice?,0.0,0.0,0.0,0.0,0.0,1
to know about royal standard?,0.0,0.0,0.0,0.0,0.0,1
to know about the gonville?,0.0,0.0,0.0,0.0,0.0,1
to know about the hotel?,0.0,0.03009404388714734,0.0,0.0,0.0,1
to know about the hotels?,0.0,0.0,0.0,0.0,0.0,1
to know about the restaurant?,0.0,0.0,0.0,0.0,0.0,2
to know about the restaurants?,0.0,0.0,0.0,0.0,0.0,1
to know about their menu?,0.0,0.0,0.0,0.0,0.0,1
to know about this location?,0.0,0.0,0.0,0.0,0.0,1
to know anything about them?,0.0,0.0,0.0,0.0,0.0,1
to know anything else ?,0.0,0.0,0.0,0.0,0.0,1
to know make a reservation?,0.0,0.0,0.0,0.0,0.0,1
to know more about alpha-milton?,0.0,0.0,0.0,0.0,0.0,1
to know more about cityoomz?,0.0,0.0,0.0,0.0,0.0,1
to know more about cotto?,0.0,0.0,0.0,0.0,0.0,1
to know more about dojo?,0.0,0.0,0.0,0.0,0.0,1
to know more about efes?,0.0,0.0,0.0,0.0,0.0,1
to know more about eraina?,0.0,0.0,0.0,0.0,0.0,1
to know more about it?,0.0,0.0,0.0,0.0,0.0,7
to know more about nandos?,0.0,0.0,0.0,0.0,0.0,1
to know more about panahar?,0.0,0.0,0.0,0.0,0.0,1
to know more about prezzo?,0.0,0.0,0.0,0.0,0.0,1
to know more about rajmahal?,0.0,0.0,0.0,0.0,0.0,1
to know more about rosa's?,0.0,0.0,0.0,0.0,0.0,2
to know more about them?,0.0,0.000858370746076322,0.0,0.0,0.0,385
to know more about wagamama?,0.0,0.0,0.0,0.0,0.0,2
to know more about zizzi?,0.0,0.0,0.0,0.0,0.0,1
to know more bout darry's?,0.0,0.0,0.0,0.0,0.0,1
to know more bout them?,0.0,0.0,0.0,0.0,0.0,1
to look at alternative options?,0.0,0.0,0.0,0.0,0.0,1
to look at another hotel?,0.0,0.0,0.0,0.0,0.0,2
to look at another location?,0.0,0.0,0.0,0.0,0.0,3
to look at another option?,0.0,0.0,0.0,0.0,0.0,2
to look at another place?,0.0,0.0,0.0,0.0,0.0,2
to look at another restaurant?,0.0,0.0,0.0,0.0,0.0,1
to look at other options?,0.0,0.0,0.0,0.0,0.0,8
to look at other places?,0.0,0.00632411067193676,0.0,0.0,0.0,3
to look at someplace else?,0.0,0.0,0.0,0.0,0.0,1
to look at something else?,0.0,0.022802850356294542,0.0,0.0,0.0,1
to look for another hotel?,0.0,0.0,0.0,0.0,0.0,1
to look for another one?,0.0,0.0,0.0,0.0,0.0,1
to look for another option?,0.0,0.0,0.0,0.0,0.0,7
to look for another place?,0.0,0.0,0.0,0.0,0.0,7
to look for other options?,0.0,0.0,0.0,0.0,0.0,2
to look for something else?,0.0,0.022351571594877773,0.0,0.0,0.0,1
to look into some alternatives?,0.0,0.0,0.0,0.0,0.0,1
to look some place else?,0.0,0.0,0.0,0.0,0.0,1
to make a booking now?,0.0,0.0,0.0,0.0,0.0,1
to make a booking there?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation ?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation anyway?,0.0,0.0,0.0,0.0,0.0,3
to make a reservation at?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation elsewhere?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation for?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation here?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation now?,0.0,0.0,0.0,0.0,0.0,8
to make a reservation still?,0.0,0.0,0.0,0.0,0.0,1
to make a reservation there?,0.0,0.002081084877094859,0.0,0.0,0.0,50
to make a reservation today?,0.0,0.0,0.0,0.0,0.0,2
to make reservations for you?,0.0,0.0,0.0,0.0,0.0,3
to make to a reservation?,0.0,0.0,0.0,0.0,0.0,1
to make you a reservation?,0.0,0.0037788963328809263,0.0,0.0,0.0,13
to make your reservation now?,0.0,0.0,0.0,0.0,0.0,1
to narrow down your choice?,0.0,0.0,0.0,0.0,0.0,1
to now more about rosa's?,0.0,0.0,0.0,0.0,0.0,1
to plan a trip there?,0.0,0.0,0.0,0.0,0.0,1
to proceed with a reservation?,0.0,0.0,0.0,0.0,0.0,1
to reserve one for you?,0.0,0.0,0.0,0.0,0.0,1
to reserve you a room?,0.0,0.0,0.0,0.0,0.0,1
to reserve you a table?,0.0,0.0,0.0,0.0,0.0,3
to search for additional information?,0.0,0.0,0.0,0.0,0.0,2
to search for another option?,0.0,0.0,0.0,0.0,0.0,2
to search for another place?,0.0,0.0,0.0,0.0,0.0,1
to search for more reviews?,0.0,0.0,0.0,0.0,0.0,1
to search for other options?,0.0,0.0,0.0,0.0,0.0,1
to see some other options?,0.0,0.0,0.0,0.0,0.0,1
to try a different hotel?,0.0,0.0,0.0,0.0,0.0,2
to try a different option?,0.0,0.0,0.0,0.0,0.0,1
to try a different place?,0.0,0.0,0.0,0.0,0.0,1
to try a different restaurant?,0.0,0.0,0.0,0.0,0.0,2
to try a shorter stay?,0.0,0.0,0.0,0.0,0.0,1
to try another chinese restaurant?,0.0,0.0,0.0,0.0,0.0,1
to try booking a table?,0.0,0.0,0.0,0.0,0.0,1
"today, or book a table?",0.0,0.0,0.0,0.0,0.0,1
try another location for you?,0.0,0.02033898305084746,0.0,0.0,0.0,1
try another option for you?,0.0,0.0,0.0,0.0,0.0,1
try the cambridge chop house?,0.0,0.0,0.0,0.0,0.0,1
try to answer for you?,0.0,0.0,0.0,0.0,0.0,1
try to book a room?,0.0,0.0,0.0,0.0,0.0,1
try to reserve a table?,0.0,0.0,0.0,0.0,0.0,1
up a reservation for you?,0.0,0.023762376237623766,0.0,0.0,0.0,1
upcoming stay at the hotel?,0.0,0.0,0.0,0.0,0.0,1
upcoming stay at this time?,0.0,0.0,0.0,0.0,0.0,1
"view of the city, specifically?",0.0,0.0,0.0,0.0,0.0,1
want a reservation there today?,0.0,0.0,0.0,0.0,0.0,1
want a reservation there?,0.0,0.0,0.0,0.0,0.0,1
want a reservation?,0.0,0.0,0.0,0.0,0.0,2
want another suggestion?,0.0,0.0,0.0,0.0,0.0,1
want me to book it?,0.0,0.010355987055016183,0.0,0.0,0.0,2
want me to check availability?,0.0,0.0,0.0,0.0,0.0,2
want to book a reservation?,0.0,0.0027562446167097338,0.0,0.0,0.0,9
want to book a room?,0.0,0.002598220444025922,0.0,0.0,0.0,23
want to book a stay?,0.0,0.0,0.0,0.0,0.0,1
want to book a table?,0.0,0.0,0.0,0.0,0.0,6
want to book it anyway?,0.0,0.0,0.0,0.0,0.0,1
want to book it anyways?,0.0,0.0,0.0,0.0,0.0,2
want to book it now?,0.0,0.0,0.0,0.0,0.0,1
want to book it?,0.0,0.002091959032468948,0.0,0.0,0.0,13
want to book something else?,0.0,0.0,0.0,0.0,0.0,1
want to change your reservation?,0.0,0.0,0.0,0.0,0.0,5
want to explore more options?,0.0,0.0,0.0,0.0,0.0,1
want to explore other locations?,0.0,0.0,0.0,0.0,0.0,1
want to explore other options?,0.0,0.0,0.0,0.0,0.0,2
want to get a reservation?,0.0,0.018972332015810278,0.0,0.0,0.0,1
want to keep your reservation?,0.0,0.0,0.0,0.0,0.0,1
want to know about it?,0.0,0.0,0.0,0.0,0.0,1
want to know anything else?,0.0,0.0,0.0,0.0,0.0,52
want to know anything more?,0.0,0.0,0.0,0.0,0.0,2
want to look elsewhere?,0.0,0.0,0.0,0.0,0.0,2
want to look somewhere else?,0.0,0.004219780219780219,0.0,0.0,0.0,5
want to make a booking?,0.0,0.0031704095112285342,0.0,0.0,0.0,8
want to make a reservation?,0.0,0.0008936850491377551,0.0,0.0,0.0,77
want to stay somewhere else?,0.0,0.0,0.0,0.0,0.0,1
want to stay there?,0.0,0.0,0.0,0.0,0.0,3
want to stick to delivery?,0.0,0.0,0.0,0.0,0.0,1
want to try it anyway?,0.0,0.0,0.0,0.0,0.0,1
wanting to book that for?,0.0,0.0,0.0,0.0,0.0,1
warkworth house and its amenities?,0.0,0.0,0.0,0.0,0.0,1
we look at other options?,0.0,0.0,0.0,0.0,0.0,1
we make you a reservation?,0.0,0.0,0.0,0.0,0.0,1
were you looking more choices?,0.0,0.0,0.0,0.0,0.0,1
what else do you need?,0.0,0.0,0.0,0.0,0.0,1
what else?,0.0,0.0,0.0,0.0,0.0,1
what is your budge?,0.0,0.0,0.0,0.0,0.0,1
what is your budget?,0.0,0.0,0.0,0.0,0.0,3
what other places are available?,0.0,0.0,0.0,0.0,0.0,1
what size do you require?,0.0,0.0,0.0,0.0,0.0,1
will be in your party?,0.0,0.0,0.0,0.0,0.0,2
will that work for you?,0.0,0.0012668250197941412,0.0,0.0,0.0,18
will that work?,0.0,0.0,0.0,0.0,0.0,1
will this work for you?,0.0,0.0,0.0,0.0,0.0,1
with any other information today?,0.0,0.0,0.0,0.0,0.0,1
with better internet for you?,0.0,0.0,0.0,0.0,0.0,1
with better more positive reviews?,0.0,0.0,0.0,0.0,0.0,1
with better ratings for service?,0.0,0.0,0.0,0.0,0.0,1
with better ratings on noise?,0.0,0.0,0.0,0.0,0.0,1
with better ratings on portions?,0.0,0.0,0.0,0.0,0.0,1
with better reviews regarding noise?,0.0,0.0,0.0,0.0,0.0,1
with better wifi for you?,0.0,0.0,0.0,0.0,0.0,1
with booking an outdoor table?,0.0,0.0,0.0,0.0,0.0,1
"with generally good, quick service?",0.0,0.0,0.0,0.0,0.0,1
with heartier portions of food?,0.0,0.0,0.0,0.0,0.0,1
with higher ratings on food?,0.0,0.0,0.0,0.0,0.0,1
with more non-alcoholic beverage options?,0.0,0.0,0.0,0.0,0.0,1
with more to choose from?,0.0,0.0,0.0,0.0,0.0,1
would have more drink options?,0.0,0.0,0.0,0.0,0.0,1
would like help with today?,0.0,0.0,0.0,0.0,0.0,1
would like me to know?,0.0,0.0,0.0,0.0,0.0,1
would like more information on?,0.0,0.0,0.0,0.0,0.0,1
would you like a booking?,0.0,0.011175785797438886,0.0,0.0,0.0,2
would you like a reservation?,0.0,0.00044875540493163505,0.0,0.0,0.0,43
would you like a room?,0.0,0.011641306648479576,0.0,0.0,0.0,4
would you like a table?,0.0,0.0,0.0,0.0,0.0,3
would you like additional information?,0.0,0.0,0.0,0.0,0.0,1
would you like another option?,0.0,0.0,0.0,0.0,0.0,5
would you like anything else?,0.0,0.0,0.0,0.0,0.0,1
would you like further information?,0.0,0.0,0.0,0.0,0.0,2
would you like help booking?,0.0,0.0,0.0,0.0,0.0,1
would you like more information?,0.0,0.0,0.0,0.0,0.0,28
would you like more infromation?,0.0,0.0,0.0,0.0,0.0,1
would you like reservations?,0.0,0.0,0.0,0.0,0.0,2
would you like the address?,0.0,0.0,0.0,0.0,0.0,1
would you like the table?,0.0,0.0,0.0,0.0,0.0,1
would you like to book?,0.0,0.0,0.0,0.0,0.0,6
would you like to do?,0.0,0.0,0.0,0.0,0.0,1
would you like to know?,0.0,0.0020016680567139285,0.0,0.0,0.0,8
would you like to reservation?,0.0,0.0,0.0,0.0,0.0,1
would you like to reserve?,0.0,0.0,0.0,0.0,0.0,1
would you like to stay?,0.0,0.0,0.0,0.0,0.0,1
you a reservation for you?,0.0,0.0,0.0,0.0,0.0,1
you a table at meghna?,0.0,0.01672473867595819,0.0,0.0,0.0,1
you about dojo noodle bar?,0.0,0.0,0.0,0.0,0.0,1
you about the guest house?,0.0,0.0,0.0,0.0,0.0,2
you about the oak bistro?,0.0,0.0,0.0,0.0,0.0,1
you about your upcoming reservation?,0.0,0.0,0.0,0.0,0.0,1
you anything else about it?,0.0,0.0,0.0,0.0,0.0,1
you at the oak bistro?,0.0,0.0,0.0,0.0,0.0,1
you before making a reservation?,0.0,0.0,0.0,0.0,0.0,1
you book a room there?,0.0,0.0,0.0,0.0,0.0,1
you book the gonville hotel?,0.0,0.018972332015810278,0.0,0.0,0.0,1
you can ask them directly?,0.0,0.0,0.0,0.0,0.0,2
you can contact them directly?,0.0,0.0,0.0,0.0,0.0,2
you can help you with?,0.0,0.0,0.0,0.0,0.0,1
you find a better option?,0.0,0.0,0.0,0.0,0.0,1
you for your upcoming stay?,0.0,0.0,0.0,0.0,0.0,1
you have about the restaurant?,0.0,0.0,0.0,0.0,0.0,3
you have another questions today?,0.0,0.0,0.0,0.0,0.0,1
you have any additional questions?,0.0,0.0,0.0,0.0,0.0,2
you have any further questions?,0.0,0.001951021237679098,0.0,0.0,0.0,13
you have any more questions?,0.0,0.0,0.0,0.0,0.0,1
you have any other questions?,0.0,0.0014395977723303513,0.0,0.0,0.0,122
you have some other questions?,0.0,0.0,0.0,0.0,0.0,1
you in making a reservation?,0.0,0.0,0.0,0.0,0.0,3
you interested in a booking?,0.0,0.003947368421052633,0.0,0.0,0.0,4
you interested in a reservation?,0.0,0.0,0.0,0.0,0.0,4
you interested in a room?,0.0,0.015521742197972768,0.0,0.0,0.0,3
you interested in staying there?,0.0,0.012988583423366035,0.0,0.0,0.0,8
you interested in trying it?,0.0,0.0,0.0,0.0,0.0,1
you interested?,0.0,0.0,0.0,0.0,0.0,1
you like a booking there?,0.0,0.0,0.0,0.0,0.0,1
you like a new reservation?,0.0,0.0,0.0,0.0,0.0,1
you like a reservation still?,0.0,0.0,0.0,0.0,0.0,1
you like a reservation there?,0.0,0.0,0.0,0.0,0.0,4
you like a room there?,0.0,0.0,0.0,0.0,0.0,1
you like a table there?,0.0,0.0,0.0,0.0,0.0,1
you like any more information?,0.0,0.0,0.0,0.0,0.0,3
you like any other info?,0.0,0.0,0.0,0.0,0.0,1
you like any other information?,0.0,0.007104963721535076,0.0,0.0,0.0,6
you like help booking it?,0.0,0.0,0.0,0.0,0.0,4
you like help with booking?,0.0,0.012403100775193802,0.0,0.0,0.0,2
you like me to book?,0.0,0.0,0.0,0.0,0.0,1
you like more information ?,0.0,0.0,0.0,0.0,0.0,1
you like some more information?,0.0,0.0,0.0,0.0,0.0,5
you like some other suggestions?,0.0,0.0,0.0,0.0,0.0,1
you like some place else?,0.0,0.0,0.0,0.0,0.0,1
you like their telephone number?,0.0,0.0,0.0,0.0,0.0,1
you like to book allenbell?,0.0,0.018658892128279887,0.0,0.0,0.0,1
you like to book it?,0.0,0.001011312212285413,0.0,0.0,0.0,52
you like to book there?,0.0,0.02448268712419656,0.0,0.0,0.0,2
you like to check availability?,0.0,0.0,0.0,0.0,0.0,1
you like to do that?,0.0,0.0,0.0,0.0,0.0,2
you like to eat there?,0.0,0.0,0.0,0.0,0.0,1
you like to know more?,0.0,0.0008080131836440417,0.0,0.0,0.0,35
you like to look elsewhere?,0.0,0.0,0.0,0.0,0.0,7
you like to make reservation?,0.0,0.0,0.0,0.0,0.0,1
you like to more information?,0.0,0.0,0.0,0.0,0.0,1
you like to stay elsewhere?,0.0,0.0,0.0,0.0,0.0,1
you like to stay there?,0.0,0.004065514415952058,0.0,0.0,0.0,11
you like to try elsewhere?,0.0,0.0,0.0,0.0,0.0,1
you like to try it?,0.0,0.0,0.0,0.0,0.0,1
you like to try that?,0.0,0.0,0.0,0.0,0.0,1
you like to try them?,0.0,0.0,0.0,0.0,0.0,5
you like your reservation there?,0.0,0.0,0.0,0.0,0.0,1
you looking for more info?,0.0,0.0,0.0,0.0,0.0,1
you looking to stay there?,0.0,0.027866473149492022,0.0,0.0,0.0,1
you need any additional information?,0.0,0.0,0.0,0.0,0.0,1
you need any more information?,0.0,0.0,0.0,0.0,0.0,10
you need any other information?,0.0,0.0,0.0,0.0,0.0,11
you need for your stay?,0.0,0.0,0.0,0.0,0.0,1
you need help with booking?,0.0,0.0,0.0,0.0,0.0,2
you need help with today?,0.0,0.0,0.0,0.0,0.0,1
you need more information ?,0.0,0.0,0.0,0.0,0.0,1
you ok with dining indoors?,0.0,0.0,0.0,0.0,0.0,1
you or book a table?,0.0,0.0,0.0,0.0,0.0,1
you require for your stay?,0.0,0.0,0.0,0.0,0.0,1
you still have more questions?,0.0,0.0,0.0,0.0,0.0,1
you still like a reservation?,0.0,0.0,0.0,0.0,0.0,1
you still want your reservation?,0.0,0.0,0.0,0.0,0.0,1
you to book a table?,0.0,0.0,0.0,0.0,0.0,1
you want a reservation anyway?,0.0,0.0,0.0,0.0,0.0,1
you want a reservation now?,0.0,0.0,0.0,0.0,0.0,1
you want a reservation still?,0.0,0.0,0.0,0.0,0.0,1
you want a reservation there?,0.0,0.0038929440389294414,0.0,0.0,0.0,4
you want a room there?,0.0,0.01016949152542373,0.0,0.0,0.0,2
you want a table there?,0.0,0.0,0.0,0.0,0.0,1
you want any more information?,0.0,0.0,0.0,0.0,0.0,4
you want more information first?,0.0,0.022802850356294542,0.0,0.0,0.0,1
you want to book it?,0.0,0.006075822489663474,0.0,0.0,0.0,10
you want to dine there?,0.0,0.0,0.0,0.0,0.0,1
you want to look elsewhere?,0.0,0.0,0.0,0.0,0.0,8
you want to stay there?,0.0,0.005368901368901369,0.0,0.0,0.0,14
you want to try it?,0.0,0.0,0.0,0.0,0.0,3
you with any additional information?,0.0,0.0,0.0,0.0,0.0,1
you with any other bookings?,0.0,0.0,0.0,0.0,0.0,1
you with anything else today?,0.0,0.0026574024610287648,0.0,0.0,0.0,26
you with anything else tonight?,0.0,0.0,0.0,0.0,0.0,1
you with at this time?,0.0,0.0,0.0,0.0,0.0,8
you would be interested in?,0.0,0.0,0.0,0.0,0.0,1
you would like information on?,0.0,0.0,0.0,0.0,0.0,1
you would like to go?,0.0,0.0,0.0,0.0,0.0,1
you would like to know?,0.0,0.0026777958043921867,0.0,0.0,0.0,39
you'd like me to find?,0.0,0.010355987055016183,0.0,0.0,0.0,2
you'd like to go to?,0.0,0.0,0.0,0.0,0.0,1
you've requested a larger room?,0.0,0.0,0.0,0.0,0.0,1
